id,topic,difficulty,concept,question,mediaType,mediaUrl,mediaSource,optionA,optionB,optionC,optionD,correctAnswer,explanation
ca-a-001,Camera Angles,Advanced,Definition,What is the concept of angle counterpoint?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/High-Angle-.gif,"""Wolfcrow""",Using angles that contrast with or comment on scene content,Two cameras used to portray two opposing views,Matching angles used to mood conveyed,Opposite angles leveraged to create synergy,A,Angle counterpoint uses angles that deliberately contrast with or ironically comment on scene content. Hero's defeat might use low angle (typically heroic) creating ironic contrast. Villain's vulnerability might use high angle shifting our perception. This sophisticated technique adds layers of meaning through intentional angle-content contradiction.
ca-a-002,Camera Angles,Advanced,Application,How does cultural context affect angle interpretation?,image,https://cdn.mos.cms.futurecdn.net/9gDYVvDYHTAPxobwhYC6RA-1920-80.jpg,"""Marie Claire - Mr Queen""",Different cultures may read power dynamics in angles differently,There is no effect of cultural context on angle interpretation,Angles cannot be interpreted in a cultural context,All cultures interpret angles the same way,A,"Cultural context affects angle interpretation. Western viewers associate low angles with power partly due to Christian iconography (looking up to God/heaven). Eastern aesthetics may emphasize different angle meanings. Filmmakers working internationally must consider cultural angle associations. While some associations are universal, others are culturally learned and variable."
ca-a-003,Camera Angles,Advanced,Definition,What is the concept of 'motivated angle'?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Upside-Down-Angle-.gif,"""Wolfcrow""",Any angle that works for a particular scene or shoot,Director-chosen angle to drive the story they're trying to tell,An angle that inspires viewers to perform an action,"Angle justified by story logic, character perspective, or thematic purpose",D,"Motivated angle is justified by story logic, character perspective, or thematic purpose. Each angle choice should have reason beyond aesthetics. Motivated by character viewpoint, power dynamics, thematic parallelism, or story need. Unmotivated angles feel arbitrary; motivated angles serve narrative and strengthen storytelling through purposeful visual choices."
ca-a-004,Camera Angles,Advanced,Application,What is the effect of maintaining one unusual angle throughout?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Camera-flat-on-the-ground.gif,"""Wolfcrow""",Creates random perspective or commentary,Technical error from camera operators,Becomes boring and uninteresting to viewers,Creates consistent perspective or commentary,D,"Maintaining one unusual angle (consistently high, low, or Dutch) throughout scene/film creates consistent perspective or running commentary. Welles uses low angles throughout 'Citizen Kane' for consistent power perspective. 'Battlefield Earth' overused Dutch angles creating unintended comedy. Consistent unusual angle becomes stylistic choice requiring thematic justification."
ca-a-005,Camera Angles,Advanced,Application,What is the relationship between angle and focal length?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Extreme-Telephoto.gif,"""Wolfcrow""","Only angle matters, focal length has no impact",Angle and lens work together shaping perspective and psychological impact,There is no relationship between them,"Only focal length matters, angle has no impact",B,Angle and focal length work together shaping perspective and psychological impact. Wide lens with low angle creates extreme distortion and power; telephoto with high angle compresses and diminishes. Understanding their interaction allows sophisticated control over spatial relationships and psychological effects. Neither works in isolation—combination creates meaning.
ca-a-006,Camera Angles,Advanced,Definition,What is 'angle cheating' in continuity?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Long-shot.gif,"""Wolfcrow""",Slightly adjusting angles between shots for better composition while maintaining continuity illusion,Visible errors on screen due to camera issues,Breaking rules to achieve desired shot,Failed matching up of different angles,A,Angle cheating slightly adjusts angles between shots for better composition or practical needs while maintaining continuity illusion. Might cheat an actor's position or camera height for better framing while appearing continuous. Skilled cheating is invisible; viewers see continuity while cinematographers optimize each shot. Essential craftwork in coverage.
ca-a-007,Camera Angles,Advanced,Application,How do consistent angle patterns across film create meaning?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Glamour-Shot-.gif,"""Wolfcrow - The Devil Wears Prada""",Budget savings due to less editing,Primarily up to director preference,They don't create any meaning,Creates visual motifs for specific characters/situations,D,"Consistent angle patterns create visual motifs associated with characters, situations, or themes. Always shooting antagonist from low angles while protagonist varies creates subliminal power associations. Angle patterns become cinematic language viewers learn subconsciously. Spielberg often uses low angles for wonder/awe; Kubrick uses symmetrical angles for control/order."
ca-a-008,Camera Angles,Advanced,Application,What is the effect of breaking established angle patterns?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Limbo-Shot-.gif,"""Wolfcrow - Get Out""",Signals important change or disruption in established order,Creates a sense of confusion,There is no effect,Signals a technical error due to camera malfunction,A,"Breaking established angle patterns signals important changes or disruptions in established order. If villain always appears in low angles, showing them high angle signals power shift. Breaking visual patterns alerts viewers subconsciously that something significant changed. Pattern disruption is powerful storytelling tool when patterns are established first."
ca-a-009,Camera Angles,Advanced,Definition,What is 'angle psychology' in character relationships?,image,https://gmhsart.weebly.com/uploads/6/4/9/6/6496393/published/screen-shot-2018-02-14-at-4-01-57-pm.png?1518702960,"""GMSH Art - Stranger Things""",It is a popular acting technique,It involves script analysis to better understand characters,It is a method of character development,How relative camera angles between characters show their relationship dynamics,D,"Angle psychology uses relative camera angles between characters showing relationship dynamics. Person A shot low while Person B shot high establishes power relationship. When angles equalize, relationship shifts toward equality. Shot-reverse-shot angles reveal and track relationship dynamics visually. Audiences read these unconsciously creating psychological understanding of character relationships."
ca-a-010,Camera Angles,Advanced,Application,How does angle interact with blocking?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Split-Diopter-.gif,"""Wolfcrow - Us""",Angle choice and blocking work together creating spatial relationships and meaning,"They do not interact, they are independent","Only blocking matters, angle isn't considered","Only angle matters, blocking isn't considered",A,"Angle and blocking work together creating spatial relationships and meaning. Where actors stand relative to camera determines angle's effect. Blocking towards camera creates intimate approach; blocking away creates abandonment. Sophisticated filmmaking choreographs blocking and angle together for maximum psychological impact, neither working independently."
ca-a-011,Camera Angles,Advanced,Application,What is the concept of 'angle rhythm'?,gif,https://asset.eyecannndy.com/media/clip/2024/01/04/261704341643.webp,"""Eyecandy""",Shot duration of a scene,Pacing and pattern of angle changes creating visual tempo,Angle timing used to convery director's POV,Random variation in angles to create mystery and intrigue,B,Angle rhythm is pacing and pattern of angle changes creating visual tempo. Rapid angle changes create urgency; slow creates contemplation; rhythmic pattern creates visual beat. Like editing rhythm but specifically angle variation. Michael Bay uses frenetic angle rhythm; Kubrick uses measured rhythm. Angle rhythm affects psychological pacing.
ca-a-012,Camera Angles,Advanced,Application,What is 'psychological angle matching'?,image,https://cdn.mos.cms.futurecdn.net/2dxp8R6imQKrPbPZZMpvFh-1280-80.jpg,"""Marie Claire - 100 Days My Prince""",Matching angles to character's psychological state throughout film,Use of random angles to confuse viewers,Coverage angles throughout scene,Continuity matching of angle to convey consistency,A,"Psychological angle matching aligns angles with character's psychological state throughout film. Confident character consistently shot low; insecure character high. As psychology changes, angles change. Creates visual representation of internal states. Character arc becomes visible through graduated angle progression matching psychological journey from vulnerable to empowered."
ca-a-013,Camera Angles,Advanced,Application,How do angle conventions differ across genres?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/Split-face-.gif,"""Wolfcrow""",Different genres have conventional angle uses,Genre doesn't matter,Some angles can only be used for specific genres,Angles are the same across genres,A,Different genres have conventional angle uses: film noir favors low angles and Dutch tilts for moral ambiguity; comedy uses neutral angles for relatability; horror uses Dutch angles and high angles for vulnerability. Understanding genre conventions allows working with or against expectations. Subverting genre angle expectations can create fresh approaches or commentary.
ca-a-014,Camera Angles,Advanced,Application,What is the effect of perfectly level vs. slightly off-level framing?,image,https://asset.eyecannndy.com/media/clip/2024/01/01/261704111836.webp,"""Eyecandy - 12 Monkeys""",Perfectly level feels natural; slightly off feels deliberate,There is no difference between the two,They are unrelated,Perfectly level feels deliberate; slightly off feels natural,D,"Perfectly level horizon feels formal, deliberate, controlled—Kubrick's signature. Slightly off-level (few degrees) feels natural, organic, documentary-real. Not Dutch angle extreme but subtle unlevelness. Choice between perfect level and slight off affects formality/naturalness. Handheld naturally drifts slightly off-level creating realism; locked-down perfection creates deliberateness."
ca-a-015,Camera Angles,Advanced,Definition,What is the concept of 'angle as character'?,image,https://images.squarespace-cdn.com/content/v1/61cccdf24b15db3d8a4a4d3c/0d0aa044-0223-4b30-967b-fd8f113eb6d1/moonrisekingdom.jpg?format=2500w,"""Strike Magazine""",Character blocking influencing angle used,Personification of the angle throughout the day,Camera is treated as a character in the scene,Consistent angle approach becomes recognizable stylistic voice,D,"Angle as character means consistent angle approach becomes recognizable stylistic voice essentially acting as presence in film. Kubrick's symmetrical low angles, Spike Lee's floating double-dolly shots, or Wes Anderson's precisely centered frames become character-like presence. The angle choices are so distinctive they become authorial signature shaping how we experience story."
fd-b-001,Focus & Depth of Field,Beginner,Depth of Field,What is shallow depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/05/21/261716272858.webp,"""Eyecandy - Challengers""",Nothing in the scene is in focus,Small area in focus with background/foreground blurred,Everything from foreground to background in focus,"Only the foreground is sharp, background is blurry",B,"Shallow depth of field keeps only small area sharp while blurring everything else, isolating subject from background/foreground. Created with wide apertures (f/1.4-f/2.8), longer lenses, or close subject distance. Used to direct attention and create cinematic separation. Portrait photography and narrative films favor shallow DOF for subject isolation."
fd-b-002,Focus & Depth of Field,Beginner,Depth of Field,What is deep depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/01/24/261706084461.webp,"""Eyecandy - 2001 A Space Odyssey""",Everything from foreground to background in focus,Small area in focus with background/foreground blurred,"Only the background is sharp, foreground is blurry",Small area in focus with background/foreground blurred,A,"Deep depth of field keeps everything from foreground to background in focus. Created with narrow apertures (f/11-f/22), wide lenses, or greater subject distance. Orson Welles and Gregg Toland pioneered deep focus in 'Citizen Kane,' allowing audiences to see all planes simultaneously, choosing where to look rather than being directed by focus."
fd-b-003,Focus & Depth of Field,Beginner,Focus,What is rack focus?,gif,https://asset.eyecannndy.com/media/clip/2024/02/18/261708246442.webp,"""Eyecandy - Sunday Service by Latto""",Static focus on entire scene in the shot,Multiple focus points within the shot,Entire scene in shot is out-of-focus,Shifting focus from one subject to another within shot,D,"Rack focus (pulling focus) shifts focus from one subject/plane to another within same shot, redirecting audience attention. More subtle than cutting. Reveals information, creates connections, or guides attention dynamically. Requires skilled focus pulling, especially with shallow DOF where precision is critical. Used when shift itself has meaning."
fd-b-004,Focus & Depth of Field,Beginner,Depth of Field,What creates shallow depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/05/21/261716272858.webp,"""Eyecandy - Challengers""","Wide aperture, short lens, far subject distance","Wide aperture, longer lens, close subject distance","Zoom lens, far subject distance","Narrow aperture, longer lens, close subject distance",B,"Shallow DOF is created by wide apertures (f/1.4-f/2.8), longer focal length lenses, close subject distance, or larger sensors. These factors work together—combine all for extreme shallow DOF. Understanding these variables lets cinematographers control exactly how much depth they want in each shot."
fd-b-005,Focus & Depth of Field,Beginner,Depth of Field,What creates deep depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/01/24/261706084461.webp,"""Eyecandy - 2001 A Space Odyssey""","Narrow aperture, wide lens, greater distance","Narrow aperture, longer lens, close subject distance","Zoom lens, far subject distance",Close subject distance and smaller sensor,A,"Deep DOF is created by narrow apertures (f/11-f/22), wider focal lengths, greater subject distance, or smaller sensors. These factors combine to keep more in focus. Cinematographers use deep DOF when multiple planes need visibility or when realism requires everything sharp, as in action or documentary work."
fd-b-006,Focus & Depth of Field,Beginner,Focus,What is selective focus?,gif,https://asset.eyecannndy.com/media/clip/2024/01/29/261706568428.webp,"""Eyecandy - The Green Knight""",Auto focus,Focus assist,Random focus,Shallow DOF,D,"Selective focus deliberately uses shallow DOF to isolate specific subjects while blurring others, directing viewer attention through focus rather than framing alone. Creates visual hierarchy—what's sharp is important. Commonly used in narrative filmmaking to control what viewers notice and when they notice it."
fd-b-007,Focus & Depth of Field,Beginner,Focus,What is soft focus?,gif,https://asset.eyecannndy.com/media/clip/2024/05/09/261715296125.webp,"""Eyecandy - Diamonds by Volkswagen""",Background blur,Out of focus,Slightly diffused focus,Shallow DOF,C,"Soft focus uses special filters or techniques to create slightly diffused, dreamy effect different from standard focus. Not out-of-focus but deliberately softened. Used in Old Hollywood for glamour, in flashbacks for memory quality, or in romantic scenes for ethereal mood. Creates glowing, romantic aesthetic."
fd-b-008,Focus & Depth of Field,Beginner,Focus,What is pull focus?,gif,https://asset.eyecannndy.com/media/clip/2024/02/14/261707898117.webp,"""Eyecandy - The Menu""",Dolly movement,Zoom technique,Wide to tight shot,Rack focus,D,"Pull focus is another term for rack focus—physically pulling focus ring to shift sharpness from one subject/plane to another. Requires skilled focus pullers measuring distances, marking positions, and executing smooth shifts. Critical in shallow DOF where inches matter. Precision pull focus is art form in cinematography."
fd-b-009,Focus & Depth of Field,Beginner,Focus,What is follow focus?,gif,https://asset.eyecannndy.com/media/clip/2024/02/14/261707898117.webp,"""Eyecandy - The Menu""",Following subject action,Camera movement technique,Zoom technique on subjects,Maintaining focus on moving subject,D,"Follow focus maintains sharp focus on moving subject as they move through frame or as camera moves. Requires focus puller tracking subject movement, predicting paths, and adjusting continuously. Essential skill in professional cinematography. Difficult with shallow DOF where focus is critical and errors are obvious."
fd-b-010,Focus & Depth of Field,Beginner,Focus,What is split focus?,gif,https://asset.eyecannndy.com/media/clip/2023/12/29/261703842570.webp,"""Eyecandy - Ma""",Two subjects at different distances both in focus,Half-frame sharp,Two subjects at the same distances both out of focus,One subject with two different focuses on them,A,"Split focus (deep focus variation) keeps two subjects at significantly different distances both in focus, usually through deep DOF using narrow aperture. Shows relationships between foreground and background subjects simultaneously. Requires specific aperture, focal length, and distance relationships to keep both planes acceptably sharp."
fd-b-011,Focus & Depth of Field,Beginner,Focus,What is the relationship between aperture and depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/01/24/261706084461.webp,"""Eyecandy - 2001 A Space Odyssey""",Narrower aperture = shallower DOF; Wide aperture = deeper DOF,They are the same thing,Wider aperture = shallower DOF; narrower aperture = deeper DOF,No relationship between them,C,"Aperture directly controls depth of field: wider apertures (f/1.4, f/2) create shallow DOF with lots of blur; narrower apertures (f/11, f/16) create deep DOF with more sharpness. This is physics—wider openings have less depth of acceptable sharpness. Balancing aperture for exposure and desired DOF is fundamental cinematography skill."
fd-b-012,Focus & Depth of Field,Beginner,Depth of Field,What is bokeh?,image,https://asset.eyecannndy.com/media/clip/2023/12/20/261703052526.webp,"""Eyecandy - Taxi Driver""",Quality and aesthetic of out-of-focus areas,Sharp focus technique,Japanese camera brand,A specialised type of lens,A,Bokeh describes quality and aesthetic of out-of-focus areas—how background blur renders. Good bokeh is smooth and pleasing; poor bokeh is harsh or distracting. Bokeh shape is determined by aperture blades (circular vs. hexagonal). Cinematographers choose lenses partly based on bokeh quality for beautiful subject separation.
fd-b-013,Focus & Depth of Field,Beginner,Focus,What is critical focus?,gif,https://asset.eyecannndy.com/media/clip/2024/05/21/261716272858.webp,"""Eyecandy - Challengers""",Emergency focus situation,Difficult focusing technique,Most important focus point in a scene,Precise focus on intended subject,D,"Critical focus means precise focus exactly on intended subject, particularly crucial with shallow DOF where focus plane is thin. Missing critical focus by inches ruins shots. Focus pullers use measuring tapes, laser distance finders, and marks to achieve critical focus. Professional cinematography demands critical focus accuracy."
fd-b-014,Focus & Depth of Field,Beginner,Depth of Field,What is hyperfocal distance?,gif,https://asset.eyecannndy.com/media/clip/2024/01/25/261706174024.webp,"""Eyecandy - Run Sweetheart Run""",Distance at which you can achieve maximum DOF from half that distance to infinity,Infinite focus distance,Near focus distance close to the camera,Very far focus point away from the camera,A,Hyperfocal distance is focusing distance achieving maximum DOF—sharpness from half that distance to infinity. Used when you want everything sharp from foreground to horizon. Particularly useful in landscape cinematography or scenes requiring deep focus. Requires calculating based on aperture and focal length.
fd-b-015,Focus & Depth of Field,Beginner,Focus,What is focus breathing?,gif,https://asset.eyecannndy.com/media/clip/2024/01/01/261704118101.webp,"""Eyecandy - Breathe by Harley-Davidson""",Specialised focus movement effect,Out-of-focus situation creating blur,Slight framing change when focus shifts due to lens design,Specialised focus puller technique,C,"Focus breathing is unwanted slight framing change when focus shifts, caused by lens design where focal length subtly changes with focus distance. High-end cinema lenses minimize breathing; cheaper lenses may breathe noticeably. Visible breathing during rack focus looks unprofessional. Cine lenses are designed to eliminate focus breathing for smooth pulls."
fd-i-001,Focus & Depth of Field,Intermediate,Focus,What is differential focus?,gif,https://asset.eyecannndy.com/media/clip/2024/02/19/261708340176.webp,"""Eyecandy - Supernatural""",Using varying DOF between shots,Focus problems resulting from camera malfunction,Using the same DOF between shots,Using different cameras between shots,A,Differential focus varies DOF between shots creating visual hierarchy or emphasis. Close-ups might use shallow DOF for intimacy while wide shots use deep DOF for geography. Changing DOF within scene creates psychological or emotional shifts. Controlling differential focus is sophisticated storytelling tool beyond just technical choice.
fd-i-002,Focus & Depth of Field,Intermediate,Depth of Field,How does sensor size affect depth of field?,image,https://asset.eyecannndy.com/media/clip/2023/12/29/261703842570.webp,"""Eyecandy - Ma""",Smaller sensors create shallower DOF at same aperture/framing,It doensn't affect it,Larger sensors create shallower DOF at same aperture/framing,Sensors only affect resolution at given depths of field,C,Larger sensors create shallower DOF than smaller sensors at same aperture and framing. Full-frame cameras have shallower DOF than Super 35 at equivalent shots. This is why cinema cameras use large sensors—for cinematic shallow DOF. Understanding sensor size helps predict and control DOF across different camera systems.
fd-i-003,Focus & Depth of Field,Intermediate,Focus,What is tilt-shift focus?,gif,https://asset.eyecannndy.com/media/clip/2023/12/31/261703994370.webp,"""Eyecandy - Game Night""",Lens movements allowing plane of focus to tilt,Another name for a dutch angle focus,Tilted camera positioning,Tilting the camera while focusing on a subject,A,"Tilt-shift uses lens movements (tilt and shift mechanisms) allowing plane of focus to tilt relative to sensor, creating unique selective focus effects. Can make real scenes look miniature or keep entire tilted plane sharp. Used in architecture, miniature effects, and creative applications. Requires specialized lenses with movements."
fd-i-004,Focus & Depth of Field,Intermediate,Focus,What is the Scheimpflug principle?,gif,https://asset.eyecannndy.com/media/clip/2023/12/31/261703994370.webp,"""Eyecandy - Game Night""","When lens plane, subject plane, and sensor plane meet at one line, only part of the subject is sharp","When lens plane, subject plane, and sensor plane meet at one line, entire subject is blurry","When lens plane, subject plane, and sensor plane meet at one line, entire subject is sharp","When lens plane, subject plane, and sensor plane meet at one line, only part of the subject is blurry",C,"Scheimpflug principle states that when lens plane, subject plane, and sensor plane intersect at one line, the entire tilted subject plane can be sharp. Used in tilt-shift photography and large format cameras. Allows unusual plane-of-focus orientations impossible with standard lenses. Technical principle enabling creative focus control."
fd-i-005,Focus & Depth of Field,Intermediate,Focus,What is focus falloff?,gif,https://asset.eyecannndy.com/media/clip/2024/07/05/261720163333.webp,"""Eyecandy - Just Like That by Bree Runway""",Focus failure,How quickly sharpness transitions to blur,Lighting falloff,Edge darkening,B,Focus falloff describes how quickly sharpness transitions to blur at edges of DOF. Fast lenses (f/1.2) have quick falloff with distinct sharp-to-blur transition; slower lenses (f/4) have gradual falloff. Falloff affects bokeh character and how subjects separate from backgrounds. Different lenses have characteristic falloff affecting aesthetic.
fd-i-006,Focus & Depth of Field,Intermediate,Depth of Field,How does focal length affect depth of field?,image,https://d26oc3sg82pgk3.cloudfront.net/files/media/edit/image/52773/article_full%402x.jpg,"""Backstage - Nightmare Alley""",Longer lenses create shallower DOF at same framing/aperture,It only affects zoom,Shorter lenses create shallower DOF at same framing/aperture,It has no effect,A,Longer focal length lenses create shallower DOF than wider lenses at same framing and aperture. 85mm has less DOF than 35mm when framing subject identically. This is why telephoto lenses create beautiful background blur while wide lenses keep more sharp. Cinematographers choose focal length partly for DOF control.
fd-i-007,Focus & Depth of Field,Intermediate,Focus,What is zone focusing?,gif,https://asset.eyecannndy.com/media/clip/2024/05/21/261716271210.webp,"""Eyecandy - Dune: Part 2""",Pre-setting focus to specific distance where action will occur,Auto focus zones set for an entire scene,Geographic focus when filming scenes and on shoots,Zoning areas within a scene,A,"Zone focusing pre-sets focus to specific distance where action will occur, allowing quick shooting without focus hunting. Documentary and street photographers use zone focusing with deep DOF ensuring anything in zone is sharp. In cinema, focus pullers mark zones where actors will hit marks for quick focusing."
fd-i-008,Focus & Depth of Field,Intermediate,Focus,What is the circle of confusion?,gif,https://asset.eyecannndy.com/media/clip/2024/02/20/261708472556.webp,"""Eyecandy - Late To Da Party by Lil Nas X""",Subjects and crew gathered around to clarify points of confusion,"Maximum blur circle still perceived as sharp point, determining DOF",Focus puller problem,Another name for an unfocused area in a scene,B,"Circle of confusion is maximum blur circle still perceived as acceptably sharp point, determining depth of field limits. Technical concept defining what 'in focus' means. Different standards exist for different formats. Smaller acceptable circles mean stricter sharpness standards. Understanding CoC explains why DOF charts and calculations work."
fd-i-009,Focus & Depth of Field,Intermediate,Focus,What is focus stacking?,gif,https://asset.eyecannndy.com/media/clip/2024/01/12/261705035327.webp,"""Eyecandy - Carnivale""",Using one shot focused at a single distance to create impossibly deep DOF,Combining multiple shots focused at different distances to create impossibly shallow DOF,Using one shot focused at a single distance to create impossibly shallow DOF,Combining multiple shots focused at different distances to create impossibly deep DOF,D,Focus stacking combines multiple shots focused at different distances in post to create impossibly deep DOF throughout frame. Each shot captures different plane in focus; composited together creates everything sharp. Used when physics prevents sufficient DOF in single shot. Common in macro photography; sometimes used in cinema for impossible focus.
fd-i-010,Focus & Depth of Field,Intermediate,Focus,How does focus affect viewer attention?,gif,https://asset.eyecannndy.com/media/clip/2024/01/29/261706568428.webp,"""Eyecandy - The Green Knight""",It has little impact on viewer attention,Viewers naturally look at what's in focus,Only composition affects viewer attention,No effect on viewer attention,B,"Viewers naturally look at whatever's in focus, making focus powerful attention control. Sharply focused elements draw eyes immediately while blurred areas recede. Rack focus forcibly redirects attention. This makes focus puller position crucial—they control what viewers look at moment-by-moment through focus choices."
fd-i-011,Focus & Depth of Field,Intermediate,Focus,What is breathing compensation?,gif,https://asset.eyecannndy.com/media/clip/2024/03/14/261710399052.webp,"""Eyecandy - Halo 3 Diorama""",Adjusting framing to compensate for focus breathing during pulls,A breathing technique subjects use for action scenes,Focus breathing fix,Audio compensation method,A,"Breathing compensation adjusts framing (often slightly zooming) to compensate for focus breathing during rack focus, maintaining consistent framing despite lens breathing. Requires coordination between camera operator and focus puller. Modern cinema lenses minimize breathing making compensation unnecessary, but cheaper lenses may require active compensation for smooth pulls."
fd-i-012,Focus & Depth of Field,Intermediate,Depth of Field,What is the relationship between f-stop and depth of field?,gif,https://asset.eyecannndy.com/media/clip/2023/12/17/261702854300.webp,"""Eyecandy - The Shining""",No relationship between them,Linear relationship between them,Each full stop doubles or halves DOF approximately,Inverse square relationship between them,C,"Each full f-stop doubles or halves DOF approximately. Moving from f/2.8 to f/4 (one stop) approximately doubles DOF; f/4 to f/5.6 doubles again. This is approximate not exact, varying with focal length and distance. Understanding f-stop's DOF impact helps cinematographers predict how aperture changes affect sharpness distribution."
fd-i-013,Focus & Depth of Field,Intermediate,Focus,What is focus puller technique?,gif,https://asset.eyecannndy.com/media/clip/2024/02/15/261707978468.webp,"""Eyecandy - Casino Royale""",Random focusing technique,Maintaining or shifting focus during takes,Mechanical aid technique,Auto focus throughout takes,B,"Focus pulling is skilled manual focus operation maintaining sharp focus on moving subjects or executing smooth rack focus. Requires measuring distances, marking positions, practicing moves, and executing smoothly during takes. First AC (focus puller) is critical crew position. With shallow DOF and moving cameras, focus pulling is challenging technical art."
fd-i-014,Focus & Depth of Field,Intermediate,Depth of Field,How does DOF differ between film and digital?,image,https://asset.eyecannndy.com/media/clip/2024/01/04/261704385803.webp,"""Eyecandy - Asteroid City""",Film has shallower DOF than digital,Digital sensors' characteristics affect DOF compared to film at equivalent formats,DOF cannot be compared between the two,Digital has shallower DOF than film,B,"Digital sensors' characteristics affect DOF compared to film at equivalent formats. Different sensor sizes (Super 35, full-frame, medium format) create different DOF even at same aperture/focal length. This is why full-frame DSLRs revolutionized indie filmmaking—affordable shallow DOF. Understanding format differences helps predict DOF across camera systems."
fd-i-015,Focus & Depth of Field,Intermediate,Focus,What is focus ramping?,gif,https://asset.eyecannndy.com/media/clip/2023/12/31/261703994559.webp,"""Eyecandy""",Focus zooming over a wide span,Fast focus pulls,Focus changing rapidly,Gradually changing focus over extended time,D,"Focus ramping gradually changes focus over extended time, often in time-lapses showing focus shifting from foreground to background over minutes/hours. Creates dynamic time-lapses where sharpness travels through scene. Requires precise focus control, interval calculation, and smooth ramping over extended shooting. Adds dimension to time-lapse photography beyond simple exposure ramping."
fd-a-001,Focus & Depth of Field,Advanced,Focus,What is T-stop vs F-stop?,gif,https://asset.eyecannndy.com/media/clip/2024/03/16/261710577055.webp,"""Eyecandy - Fighting My Demons by Ben Carson""",T-stop is for professional use; F-stop is for amateur use,T-stop accounts for light transmission through lens; F-stop is theoretical aperture,They are the same thing,F-stop is for professinal use; T-stop is for amateur use,B,T-stop (Transmission stop) measures actual light transmission accounting for glass losses; F-stop is theoretical geometric aperture. Same F-stop on different lenses may have different light transmission. Cinema lenses use T-stops for consistent exposure across lens changes. Understanding T vs F matters when mixing lenses or requiring precise exposure matching.
fd-a-002,Focus & Depth of Field,Advanced,Depth of Field,What is the Bokeh aesthetic choice?,image,https://asset.eyecannndy.com/media/clip/2023/12/20/261703052526.webp,"""Eyecandy - Taxi Driver""",Sharp foccus areas in an image,Out-of-focus areas in an image,Random blur present in images,A Japanese styling technique,B,"Bokeh aesthetic choice means selecting lenses specifically for how they render out-of-focus areas, not just sharpness. Some lenses have smooth, creamy bokeh; others harsh, busy bokeh. Cinematographers test lenses for bokeh quality. Classic lenses like Cooke S4 are prized for distinctive bokeh. Bokeh character is major factor in lens choice and rental costs."
fd-a-003,Focus & Depth of Field,Advanced,Depth of Field,How does anamorphic affect depth of field?,gif,https://asset.eyecannndy.com/media/clip/2024/02/14/261707898370.webp,"""Eyecandy - Infinity Pool""",DOF characteristics with horizontal/vertical differences,It has no effect,It causes deeper DOF,It causes shallower DOF,A,Anamorphic lenses have asymmetric DOF with different horizontal and vertical falloff due to cylindrical elements. This creates characteristic oval bokeh and unique focus characteristics. DOF calculations differ from spherical lenses. Anamorphic's unique focus rendering contributes to its distinctive aesthetic beyond just aspect ratio and flares.
fd-a-004,Focus & Depth of Field,Advanced,Focus,What is field curvature?,gif,https://asset.eyecannndy.com/media/clip/2024/03/22/261711139747.webp,"""Eyecandy - Charmander by Amine""",Lens aberration where focus plane curves rather than being flat,It is a distortion type,It is a type of technical error,It is a type of curved lenses,A,"Field curvature is lens aberration where focus plane curves rather than being flat, meaning center and edges can't be equally sharp at same focus distance. Affects wide-angle lenses especially. High-end cinema lenses correct field curvature; cheaper lenses may show it. Understanding field curvature helps manage corner sharpness in critical situations."
fd-a-005,Focus & Depth of Field,Advanced,Focus,What is focus pulling for multiple subjects?,gif,https://asset.eyecannndy.com/media/clip/2024/01/29/261706568428.webp,"""Eyecandy - The Green Knight""",Following lead actor throughout a scene,An ensemble technique used on set,Maintaining multiple subjects sharp through DOF control or complex pulling,Group focus from different cameras,C,"Focus pulling for multiple subjects maintains several subjects sharp either through sufficient DOF or complex focus pulling between subjects. Requires planning which subjects are critical when, pre-marking positions, and executing smooth transitions. Challenging with shallow DOF and moving subjects. Requires coordination between focus puller, director, and actors."
fd-a-006,Focus & Depth of Field,Advanced,Focus,How does spherical aberration affect focus?,gif,https://asset.eyecannndy.com/media/clip/2024/03/06/261709716484.webp,"""Eyecandy - Poor Things""",Color shift,"Causes focus shift between center and edges, affecting DOF and sharpness",No effect,Distortion,B,"Spherical aberration causes different focus points for light rays hitting lens center vs. edges, affecting DOF and sharpness distribution. Can create 'glow' in highlights or soft rendering. Some vintage lenses have characteristic spherical aberration creating distinctive looks. Modern lenses minimize it, but some cinematographers seek it for specific aesthetics."
